urn,local_authority,inspection_link,overall_effectiveness_grade,inspection_framework,inspector_name,inspection_start_date,inspection_end_date,publication_date,local_link_to_all_inspections,impact_of_leaders_grade,help_and_protection_grade,care_and_care_leavers_grade,sentiment_score,sentiment_summary,main_inspection_topics
80533,nottingham,https://files.ofsted.gov.uk/v1/file/50192198,Inadequate,,Andy Waugh,,,05/09/22,file:///./80533_nottingham,Requires improvement,Inadequate,Requires improvement,0.16511407976801773,Sentiment positive,"['0.041*""children"" + 0.013*""’"" + 0.012*""care"" + 0.008*""social"" + 0.007*""authority"" + 0.007*""support"" + 0.006*""local"" + 0.006*""needs"" + 0.006*""Nottingham"" + 0.006*""workers""', '0.039*""children"" + 0.013*""’"" + 0.012*""care"" + 0.008*""needs"" + 0.007*""services"" + 0.007*""local"" + 0.006*""social"" + 0.006*""leavers"" + 0.005*""service"" + 0.005*""plans""', '0.037*""children"" + 0.009*""care"" + 0.008*""’"" + 0.008*""social"" + 0.007*""authority"" + 0.007*""local"" + 0.006*""effective"" + 0.005*""leavers"" + 0.005*""needs"" + 0.005*""services""']"
891,nottinghamshire,https://files.ofsted.gov.uk/v1/file/50135440,Good,standard,Margaret Burke,07/10/2019,18/10/2019,19/12/19,file:///./891_nottinghamshire,Good,,,0.17970115164382683,Sentiment positive,"['0.024*""children"" + 0.012*""’"" + 0.009*""work"" + 0.009*""care"" + 0.007*""well"" + 0.007*""practice"" + 0.007*""support"" + 0.007*""Children"" + 0.006*""social"" + 0.006*""services""', '0.033*""children"" + 0.011*""’"" + 0.010*""work"" + 0.009*""care"" + 0.008*""services"" + 0.008*""Children"" + 0.008*""support"" + 0.007*""practice"" + 0.007*""social"" + 0.006*""help""', '0.026*""children"" + 0.015*""care"" + 0.010*""work"" + 0.008*""’"" + 0.007*""services"" + 0.007*""support"" + 0.007*""well"" + 0.006*""families"" + 0.006*""needs"" + 0.006*""practice""']"
80535,oldham,https://files.ofsted.gov.uk/v1/file/50059651,Requires improvement,standard,Paula Thomson -Jones,21/01/2019,01/02/2019,04/03/19,file:///./80535_oldham,Requires improvement,,,0.18010660900788306,Sentiment positive,"['0.031*""children"" + 0.013*""work"" + 0.010*""care"" + 0.009*""’"" + 0.008*""support"" + 0.007*""social"" + 0.006*""good"" + 0.006*""service"" + 0.006*""practice"" + 0.006*""needs""', '0.034*""children"" + 0.014*""care"" + 0.010*""support"" + 0.010*""work"" + 0.009*""needs"" + 0.009*""social"" + 0.009*""practice"" + 0.009*""good"" + 0.009*""’"" + 0.009*""services""', '0.026*""children"" + 0.009*""care"" + 0.009*""work"" + 0.009*""’"" + 0.008*""social"" + 0.007*""services"" + 0.007*""good"" + 0.007*""support"" + 0.006*""Children"" + 0.006*""service""']"
80536,oxfordshire,https://files.ofsted.gov.uk/v1/file/50004449,Good,short,Donna Marriott,16/04/2018,20/04/2018,22/05/18,file:///./80536_oxfordshire,Good,be good,,0.18479146589570608,Sentiment positive,"['0.020*""children"" + 0.011*""’"" + 0.009*""care"" + 0.006*""needs"" + 0.005*""Children"" + 0.005*""number"" + 0.005*""help"" + 0.004*""service"" + 0.004*""work"" + 0.004*""leavers""', '0.037*""children"" + 0.017*""care"" + 0.011*""’"" + 0.009*""needs"" + 0.007*""help"" + 0.007*""service"" + 0.006*""good"" + 0.006*""social"" + 0.006*""work"" + 0.005*""Children""', '0.032*""children"" + 0.014*""care"" + 0.013*""’"" + 0.007*""needs"" + 0.007*""services"" + 0.007*""work"" + 0.006*""local"" + 0.006*""service"" + 0.006*""help"" + 0.006*""good""']"
80537,peterborough,https://files.ofsted.gov.uk/v1/file/50010312,Good,standard,Brenda McInerney,25/06/2018,06/07/2018,06/08/18,file:///./80537_peterborough,Good,,,0.17078251575157516,Sentiment positive,"['0.039*""children"" + 0.017*""care"" + 0.014*""’"" + 0.009*""Children"" + 0.008*""support"" + 0.007*""work"" + 0.007*""practice"" + 0.007*""people"" + 0.007*""young"" + 0.006*""well""', '0.030*""children"" + 0.012*""care"" + 0.012*""’"" + 0.009*""Children"" + 0.007*""work"" + 0.006*""well"" + 0.005*""support"" + 0.005*""people"" + 0.005*""social"" + 0.005*""practice""', '0.022*""children"" + 0.008*""care"" + 0.007*""’"" + 0.006*""Children"" + 0.005*""young"" + 0.005*""support"" + 0.005*""planning"" + 0.005*""work"" + 0.005*""social"" + 0.005*""people""']"
879,plymouth,https://files.ofsted.gov.uk/v1/file/50048230,Requires improvement,standard,Nicola Bennett,29/10/2018,09/11/2018,07/01/19,file:///./879_plymouth,Requires improvement,,,0.15937628402670778,Sentiment positive,"['0.031*""children"" + 0.015*""care"" + 0.012*""’"" + 0.009*""good"" + 0.009*""However"" + 0.007*""service"" + 0.007*""well"" + 0.007*""services"" + 0.006*""needs"" + 0.006*""local""', '0.021*""children"" + 0.013*""’"" + 0.012*""care"" + 0.009*""However"" + 0.008*""well"" + 0.008*""quality"" + 0.008*""services"" + 0.007*""work"" + 0.007*""service"" + 0.007*""local""', '0.027*""children"" + 0.013*""’"" + 0.012*""care"" + 0.008*""needs"" + 0.007*""good"" + 0.007*""well"" + 0.007*""quality"" + 0.006*""work"" + 0.006*""timely"" + 0.006*""services""']"
80539,portsmouth,https://files.ofsted.gov.uk/v1/file/50032279,Good,standard,Linda Steele,03/09/2018,14/09/2018,15/10/18,file:///./80539_portsmouth,Good,,,0.22065320076285003,Sentiment positive,"['0.023*""children"" + 0.013*""’"" + 0.006*""needs"" + 0.006*""good"" + 0.006*""service"" + 0.006*""work"" + 0.005*""care"" + 0.005*""well"" + 0.005*""support"" + 0.005*""effective""', '0.037*""children"" + 0.017*""’"" + 0.009*""care"" + 0.009*""good"" + 0.008*""needs"" + 0.007*""well"" + 0.006*""service"" + 0.006*""services"" + 0.006*""child"" + 0.006*""work""', '0.026*""children"" + 0.011*""’"" + 0.009*""needs"" + 0.007*""good"" + 0.007*""care"" + 0.006*""well"" + 0.006*""effective"" + 0.005*""child"" + 0.005*""leaders"" + 0.005*""service""']"
80540,reading,https://files.ofsted.gov.uk/v1/file/50119620,Requires improvement,standard,Tracey Scott,16/09/2019,27/09/2019,28/10/19,file:///./80540_reading,Requires improvement,,,0.1740763372581555,Sentiment positive,"['0.025*""children"" + 0.013*""care"" + 0.012*""’"" + 0.010*""young"" + 0.009*""social"" + 0.008*""people"" + 0.007*""support"" + 0.006*""number"" + 0.006*""workers"" + 0.006*""plans""', '0.032*""children"" + 0.013*""care"" + 0.010*""’"" + 0.010*""social"" + 0.008*""young"" + 0.007*""workers"" + 0.007*""people"" + 0.005*""quality"" + 0.005*""well"" + 0.005*""plans""', '0.036*""children"" + 0.017*""’"" + 0.011*""care"" + 0.010*""people"" + 0.009*""workers"" + 0.008*""social"" + 0.007*""young"" + 0.006*""quality"" + 0.006*""number"" + 0.006*""well""']"
80541,redcar and cleveland,https://files.ofsted.gov.uk/v1/file/50194303,Requires improvement,,Jan Edwards,,,22/09/22,file:///./80541_redcar and cleveland,Requires improvement,Requires improvement,Requires improvement,0.16209348657878064,Sentiment positive,"['0.045*""children"" + 0.017*""’"" + 0.012*""care"" + 0.008*""work"" + 0.007*""services"" + 0.007*""service"" + 0.006*""local"" + 0.006*""social"" + 0.006*""support"" + 0.006*""authority""', '0.030*""children"" + 0.013*""’"" + 0.011*""care"" + 0.007*""work"" + 0.006*""needs"" + 0.005*""leaders"" + 0.005*""workers"" + 0.005*""social"" + 0.005*""support"" + 0.005*""However""', '0.029*""children"" + 0.012*""’"" + 0.009*""care"" + 0.006*""services"" + 0.005*""needs"" + 0.005*""leaders"" + 0.005*""support"" + 0.005*""workers"" + 0.005*""However"" + 0.005*""local""']"
80542,rochdale,https://files.ofsted.gov.uk/v1/file/50211330,Requires improvement,standard,Lisa Walsh,23/01/2023,03/02/2023,17/03/23,file:///./80542_rochdale,Requires improvement,Requires improvement,,0.18371704787749527,Sentiment positive,"['0.038*""children"" + 0.022*""’"" + 0.015*""care"" + 0.010*""young"" + 0.010*""people"" + 0.009*""support"" + 0.009*""services"" + 0.008*""experienced"" + 0.008*""needs"" + 0.008*""social""', '0.035*""children"" + 0.013*""’"" + 0.010*""care"" + 0.009*""people"" + 0.009*""young"" + 0.009*""experienced"" + 0.008*""support"" + 0.007*""practice"" + 0.007*""services"" + 0.007*""social""', '0.038*""children"" + 0.014*""’"" + 0.014*""care"" + 0.010*""young"" + 0.009*""people"" + 0.009*""support"" + 0.008*""services"" + 0.007*""local"" + 0.007*""experienced"" + 0.007*""practice""']"
80543,rotherham,https://files.ofsted.gov.uk/v1/file/50190644,Good,short,Neil Penswick,27/06/2022,01/07/2022,12/08/22,file:///./80543_rotherham,Good,Good,Good,0.18450686917840195,Sentiment positive,"['0.042*""children"" + 0.014*""’"" + 0.013*""care"" + 0.010*""services"" + 0.009*""Rotherham"" + 0.007*""support"" + 0.007*""needs"" + 0.007*""work"" + 0.007*""workers"" + 0.006*""child""', '0.020*""children"" + 0.011*""care"" + 0.010*""’"" + 0.007*""services"" + 0.007*""support"" + 0.007*""workers"" + 0.007*""child"" + 0.006*""Rotherham"" + 0.005*""work"" + 0.005*""Children""', '0.027*""children"" + 0.013*""’"" + 0.013*""care"" + 0.009*""services"" + 0.008*""support"" + 0.007*""workers"" + 0.006*""Children"" + 0.006*""Rotherham"" + 0.006*""social"" + 0.005*""work""']"
80544,kensington and chelsea,https://files.ofsted.gov.uk/v1/file/50116345,Outstanding,short,Louise Warren,09/09/2019,13/09/2019,15/10/19,file:///./80544_kensington and chelsea,Outstanding,,,0.22202766816516809,Sentiment positive,"['0.034*""children"" + 0.012*""well"" + 0.011*""work"" + 0.010*""care"" + 0.010*""services"" + 0.009*""’"" + 0.008*""practice"" + 0.008*""support"" + 0.008*""families"" + 0.008*""social""', '0.025*""children"" + 0.012*""support"" + 0.011*""well"" + 0.011*""’"" + 0.010*""care"" + 0.010*""practice"" + 0.009*""work"" + 0.009*""families"" + 0.009*""services"" + 0.008*""people""', '0.022*""children"" + 0.010*""well"" + 0.010*""’"" + 0.009*""practice"" + 0.008*""work"" + 0.007*""social"" + 0.007*""services"" + 0.007*""highly"" + 0.007*""Children"" + 0.007*""support""']"
80545,kingston upon thames,https://files.ofsted.gov.uk/v1/file/50135439,Outstanding,short,Marcie Taylor,21/10/2019,25/10/2019,19/12/19,file:///./80545_kingston upon thames,Outstanding,,,0.2108003941175856,Sentiment positive,"['0.036*""children"" + 0.011*""care"" + 0.011*""’"" + 0.009*""well"" + 0.008*""plans"" + 0.007*""needs"" + 0.007*""people"" + 0.007*""work"" + 0.006*""Children"" + 0.006*""social""', '0.020*""children"" + 0.011*""’"" + 0.008*""care"" + 0.008*""well"" + 0.007*""plans"" + 0.005*""needs"" + 0.005*""workers"" + 0.005*""work"" + 0.005*""good"" + 0.004*""people""', '0.022*""children"" + 0.013*""’"" + 0.008*""care"" + 0.006*""well"" + 0.006*""workers"" + 0.006*""needs"" + 0.006*""local"" + 0.005*""support"" + 0.005*""help"" + 0.005*""plans""']"
80546,windsor & maidenhead,https://files.ofsted.gov.uk/v1/file/50146539,Good,standard,Maire Atherton,13/01/2020,24/01/2020,24/02/20,file:///./80546_windsor & maidenhead,Good,,,0.20901326502243933,Sentiment positive,"['0.029*""children"" + 0.012*""care"" + 0.012*""’"" + 0.007*""Children"" + 0.007*""work"" + 0.006*""families"" + 0.006*""leavers"" + 0.005*""social"" + 0.005*""help"" + 0.005*""services""', '0.018*""children"" + 0.013*""care"" + 0.009*""’"" + 0.007*""social"" + 0.006*""services"" + 0.005*""leavers"" + 0.005*""help"" + 0.005*""work"" + 0.005*""Children"" + 0.005*""families""', '0.023*""children"" + 0.009*""care"" + 0.009*""’"" + 0.008*""work"" + 0.006*""social"" + 0.006*""families"" + 0.005*""Children"" + 0.005*""services"" + 0.005*""support"" + 0.005*""needs""']"
80547,rutland,https://files.ofsted.gov.uk/v1/file/50150005,Requires improvement,standard,Alison Smale,02/03/2020,13/03/2020,15/04/20,file:///./80547_rutland,Requires improvement,,,0.18175459501217078,Sentiment positive,"['0.034*""children"" + 0.012*""care"" + 0.011*""’"" + 0.010*""well"" + 0.009*""service"" + 0.007*""needs"" + 0.007*""support"" + 0.007*""good"" + 0.007*""work"" + 0.006*""need""', '0.025*""children"" + 0.011*""’"" + 0.009*""care"" + 0.008*""service"" + 0.007*""needs"" + 0.006*""team"" + 0.006*""managers"" + 0.006*""well"" + 0.005*""social"" + 0.005*""practice""', '0.027*""children"" + 0.010*""’"" + 0.009*""care"" + 0.009*""needs"" + 0.008*""well"" + 0.008*""social"" + 0.007*""service"" + 0.007*""work"" + 0.006*""good"" + 0.006*""support""']"
80548,salford,https://files.ofsted.gov.uk/v1/file/50037489,Good,short,Lorna Schlechte,08/10/2018,12/10/2018,12/11/18,file:///./80548_salford,Good,,,0.19262837343535028,Sentiment positive,"['0.018*""children"" + 0.011*""’"" + 0.010*""support"" + 0.010*""care"" + 0.008*""work"" + 0.007*""social"" + 0.006*""plans"" + 0.005*""quality"" + 0.005*""Children"" + 0.005*""needs""', '0.019*""children"" + 0.014*""’"" + 0.008*""support"" + 0.007*""care"" + 0.007*""social"" + 0.006*""work"" + 0.006*""Children"" + 0.006*""practice"" + 0.005*""child"" + 0.005*""team""', '0.029*""children"" + 0.012*""’"" + 0.012*""care"" + 0.011*""support"" + 0.007*""social"" + 0.007*""child"" + 0.007*""needs"" + 0.007*""team"" + 0.007*""Children"" + 0.006*""plans""']"
80549,sandwell,https://files.ofsted.gov.uk/v1/file/50187562,Requires improvement,standard,Alison Smale,09/05/2022,20/05/2022,05/07/22,file:///./80549_sandwell,Requires improvement,Requires improvement,Requires improvement,0.1681069042964204,Sentiment positive,"['0.025*""children"" + 0.012*""care"" + 0.010*""social"" + 0.008*""’"" + 0.007*""services"" + 0.006*""families"" + 0.006*""support"" + 0.005*""well"" + 0.005*""needs"" + 0.005*""child""', '0.033*""children"" + 0.017*""care"" + 0.012*""’"" + 0.010*""services"" + 0.009*""social"" + 0.008*""child"" + 0.008*""support"" + 0.008*""needs"" + 0.007*""work"" + 0.006*""Sandwell""', '0.041*""children"" + 0.014*""’"" + 0.014*""care"" + 0.009*""social"" + 0.008*""support"" + 0.007*""Sandwell"" + 0.007*""plans"" + 0.007*""needs"" + 0.006*""families"" + 0.006*""services""']"
80550,sefton,https://files.ofsted.gov.uk/v1/file/50182670,Inadequate,standard,Lisa Summers,21/02/2022,04/03/2022,09/05/22,file:///./80550_sefton,Inadequate,Inadequate,Inadequate,0.11060362243120864,Sentiment positive,"['0.041*""children"" + 0.015*""care"" + 0.014*""’"" + 0.008*""services"" + 0.007*""support"" + 0.007*""needs"" + 0.007*""service"" + 0.006*""young"" + 0.005*""practice"" + 0.005*""authority""', '0.036*""children"" + 0.013*""’"" + 0.011*""needs"" + 0.010*""care"" + 0.008*""services"" + 0.006*""support"" + 0.006*""oversight"" + 0.005*""young"" + 0.005*""managers"" + 0.005*""service""', '0.041*""children"" + 0.014*""’"" + 0.010*""care"" + 0.008*""services"" + 0.006*""practice"" + 0.006*""needs"" + 0.006*""work"" + 0.006*""support"" + 0.005*""social"" + 0.005*""oversight""']"
80551,sheffield,https://files.ofsted.gov.uk/v1/file/50103320,Good,standard,Alison Smale,15/07/2019,26/07/2019,27/08/19,file:///./80551_sheffield,Good,,,0.18723691869998665,Sentiment positive,"['0.031*""children"" + 0.016*""care"" + 0.012*""’"" + 0.010*""social"" + 0.007*""services"" + 0.006*""managers"" + 0.006*""child"" + 0.006*""needs"" + 0.006*""practice"" + 0.006*""young""', '0.027*""children"" + 0.014*""care"" + 0.009*""support"" + 0.009*""’"" + 0.006*""social"" + 0.006*""Children"" + 0.006*""needs"" + 0.006*""good"" + 0.006*""service"" + 0.006*""work""', '0.025*""children"" + 0.013*""care"" + 0.010*""’"" + 0.009*""social"" + 0.008*""practice"" + 0.007*""support"" + 0.007*""service"" + 0.006*""Children"" + 0.006*""managers"" + 0.006*""plans""']"
80552,shropshire,https://files.ofsted.gov.uk/v1/file/50180006,Good,short,John Roughton,07/02/2022,11/02/2022,25/03/22,file:///./80552_shropshire,Good,Requires improvement,Good,0.18430539157811882,Sentiment positive,"['0.030*""children"" + 0.013*""’"" + 0.010*""care"" + 0.009*""needs"" + 0.007*""support"" + 0.007*""local"" + 0.006*""Shropshire"" + 0.006*""Children"" + 0.006*""services"" + 0.006*""authority""', '0.026*""children"" + 0.012*""’"" + 0.010*""care"" + 0.007*""needs"" + 0.007*""well"" + 0.006*""authority"" + 0.006*""services"" + 0.006*""Shropshire"" + 0.005*""support"" + 0.005*""Children""', '0.038*""children"" + 0.018*""’"" + 0.010*""care"" + 0.009*""local"" + 0.007*""support"" + 0.007*""services"" + 0.006*""needs"" + 0.006*""workers"" + 0.006*""well"" + 0.006*""authority""']"
80553,slough,https://files.ofsted.gov.uk/v1/file/50211331,Requires improvement,standard,Amanda Maxwell,23/01/2023,03/02/2023,17/03/23,file:///./80553_slough,Inadequate,Requires improvement,,0.1617746543189582,Sentiment positive,"['0.031*""children"" + 0.013*""’"" + 0.011*""care"" + 0.008*""young"" + 0.007*""services"" + 0.007*""people"" + 0.006*""support"" + 0.006*""Slough"" + 0.006*""leavers"" + 0.005*""Children""', '0.029*""children"" + 0.014*""’"" + 0.011*""care"" + 0.008*""services"" + 0.008*""Slough"" + 0.008*""people"" + 0.007*""support"" + 0.006*""needs"" + 0.006*""quality"" + 0.006*""families""', '0.023*""children"" + 0.013*""’"" + 0.009*""services"" + 0.008*""care"" + 0.008*""young"" + 0.007*""families"" + 0.007*""people"" + 0.006*""Slough"" + 0.005*""authority"" + 0.005*""support""']"
80554,solihull,https://files.ofsted.gov.uk/v1/file/50204405,Inadequate,standard,Victoria Horsefield,31/10/2022,11/11/2022,13/01/23,file:///./80554_solihull,Inadequate,Inadequate,Inadequate,0.11746121424087537,Sentiment positive,"['0.031*""children"" + 0.013*""care"" + 0.013*""’"" + 0.008*""services"" + 0.008*""lack"" + 0.007*""support"" + 0.006*""2022"" + 0.006*""leavers"" + 0.006*""need"" + 0.005*""local""', '0.038*""children"" + 0.014*""’"" + 0.013*""care"" + 0.008*""lack"" + 0.007*""services"" + 0.007*""support"" + 0.006*""2022"" + 0.006*""work"" + 0.005*""authority"" + 0.005*""quality""', '0.044*""children"" + 0.013*""care"" + 0.012*""’"" + 0.011*""lack"" + 0.009*""support"" + 0.009*""services"" + 0.008*""2022"" + 0.008*""leavers"" + 0.007*""local"" + 0.006*""Solihull""']"
80555,somerset,https://files.ofsted.gov.uk/v1/file/50192873,Good,standard,Kendra Bell,18/07/2022,29/07/2022,21/09/22,file:///./80555_somerset,Good,Good,Good,0.19800274547305424,Sentiment positive,"['0.037*""children"" + 0.014*""’"" + 0.013*""care"" + 0.013*""services"" + 0.009*""support"" + 0.007*""local"" + 0.007*""help"" + 0.007*""well"" + 0.007*""workers"" + 0.006*""leavers""', '0.044*""children"" + 0.014*""’"" + 0.012*""care"" + 0.011*""help"" + 0.010*""support"" + 0.009*""services"" + 0.007*""needs"" + 0.007*""well"" + 0.006*""workers"" + 0.006*""local""', '0.036*""children"" + 0.016*""care"" + 0.015*""’"" + 0.012*""services"" + 0.010*""help"" + 0.008*""well"" + 0.008*""support"" + 0.007*""workers"" + 0.007*""needs"" + 0.007*""leavers""']"
80556,south gloucestershire,https://files.ofsted.gov.uk/v1/file/50074950,Requires improvement,standard,Emmy Tomsett,04/03/2019,15/03/2019,08/05/19,file:///./80556_south gloucestershire,Requires improvement,,,0.15153663003663007,Sentiment positive,"['0.026*""children"" + 0.019*""care"" + 0.011*""well"" + 0.010*""quality"" + 0.008*""’"" + 0.008*""work"" + 0.008*""leavers"" + 0.008*""leaders"" + 0.007*""plans"" + 0.007*""young""', '0.025*""children"" + 0.009*""care"" + 0.009*""quality"" + 0.008*""leavers"" + 0.008*""’"" + 0.007*""well"" + 0.007*""people"" + 0.007*""work"" + 0.007*""leaders"" + 0.007*""young""', '0.019*""children"" + 0.008*""care"" + 0.008*""well"" + 0.007*""quality"" + 0.006*""leavers"" + 0.006*""leaders"" + 0.006*""work"" + 0.006*""good"" + 0.005*""people"" + 0.005*""plans""']"
80557,south tyneside,https://files.ofsted.gov.uk/v1/file/2761390,,,,,,24/11/17,file:///./80557_south tyneside,,,,0.1963795484416495,Sentiment positive,"['0.027*""children"" + 0.009*""care"" + 0.008*""’"" + 0.008*""people"" + 0.008*""well"" + 0.007*""local"" + 0.006*""good"" + 0.006*""work"" + 0.006*""authority"" + 0.005*""leavers""', '0.025*""children"" + 0.008*""care"" + 0.008*""well"" + 0.008*""’"" + 0.007*""services"" + 0.007*""work"" + 0.007*""Children"" + 0.007*""young"" + 0.006*""local"" + 0.006*""authority""', '0.025*""children"" + 0.012*""’"" + 0.009*""care"" + 0.007*""services"" + 0.007*""well"" + 0.007*""local"" + 0.006*""Children"" + 0.006*""leavers"" + 0.006*""people"" + 0.005*""needs""']"
80558,southampton,https://files.ofsted.gov.uk/v1/file/50141245,Requires improvement,standard,Nick Stacey,18/11/2019,29/11/2019,09/01/20,file:///./80558_southampton,Requires improvement,,,0.13839703272461887,Sentiment positive,"['0.023*""children"" + 0.008*""work"" + 0.008*""’"" + 0.008*""social"" + 0.008*""well"" + 0.007*""workers"" + 0.007*""care"" + 0.005*""assessments"" + 0.005*""quality"" + 0.004*""services""', '0.033*""children"" + 0.011*""care"" + 0.011*""social"" + 0.010*""work"" + 0.008*""’"" + 0.008*""workers"" + 0.007*""well"" + 0.006*""services"" + 0.006*""quality"" + 0.005*""assessments""', '0.032*""children"" + 0.012*""social"" + 0.011*""’"" + 0.009*""care"" + 0.009*""work"" + 0.006*""workers"" + 0.006*""assessments"" + 0.005*""well"" + 0.005*""quality"" + 0.005*""Children""']"
80559,southend-on-sea,https://files.ofsted.gov.uk/v1/file/50103322,nan,standard,Brenda McInerney,15/07/2019,26/07/2019,27/08/19,file:///./80559_southend-on-sea,Requires improvement,,,0.14836867908970325,Sentiment positive,"['0.032*""children"" + 0.010*""’"" + 0.010*""care"" + 0.007*""quality"" + 0.006*""work"" + 0.006*""planning"" + 0.006*""social"" + 0.005*""practice"" + 0.005*""leaders"" + 0.004*""families""', '0.040*""children"" + 0.017*""care"" + 0.014*""’"" + 0.008*""work"" + 0.008*""social"" + 0.008*""planning"" + 0.007*""child"" + 0.007*""support"" + 0.007*""practice"" + 0.006*""leaders""', '0.019*""children"" + 0.009*""care"" + 0.007*""’"" + 0.006*""social"" + 0.004*""quality"" + 0.004*""practice"" + 0.004*""work"" + 0.004*""families"" + 0.004*""planning"" + 0.004*""protection""']"
80560,st helens,https://files.ofsted.gov.uk/v1/file/50121476,Inadequate,standard,Lorna Schlechte,23/09/2019,04/10/2019,04/11/19,file:///./80560_st helens,Requires improvement,,,0.1679155092592592,Sentiment positive,"['0.023*""children"" + 0.011*""care"" + 0.009*""work"" + 0.007*""’"" + 0.007*""service"" + 0.006*""support"" + 0.006*""social"" + 0.006*""practice"" + 0.006*""quality"" + 0.006*""needs""', '0.023*""children"" + 0.009*""care"" + 0.009*""ensure"" + 0.008*""work"" + 0.008*""’"" + 0.007*""permanence"" + 0.007*""quality"" + 0.006*""service"" + 0.006*""practice"" + 0.006*""plans""', '0.020*""children"" + 0.013*""care"" + 0.008*""service"" + 0.008*""work"" + 0.007*""quality"" + 0.006*""need"" + 0.006*""support"" + 0.006*""’"" + 0.006*""new"" + 0.005*""team""']"
80561,staffordshire,https://files.ofsted.gov.uk/v1/file/50061231,Good,short,Alison Smale,04/02/2019,08/02/2019,11/03/19,file:///./80561_staffordshire,Good,,,0.17202671451355678,Sentiment positive,"['0.013*""children"" + 0.010*""care"" + 0.008*""local"" + 0.007*""social"" + 0.007*""’"" + 0.006*""authority"" + 0.006*""services"" + 0.006*""service"" + 0.006*""well"" + 0.005*""Children""', '0.036*""children"" + 0.013*""care"" + 0.011*""authority"" + 0.011*""’"" + 0.010*""local"" + 0.009*""good"" + 0.008*""families"" + 0.008*""services"" + 0.008*""work"" + 0.008*""people""', '0.021*""children"" + 0.011*""local"" + 0.009*""social"" + 0.009*""authority"" + 0.009*""care"" + 0.008*""’"" + 0.007*""services"" + 0.006*""service"" + 0.006*""good"" + 0.006*""young""']"
80562,stockport,https://files.ofsted.gov.uk/v1/file/50183764,Good,short,Lorna Schlechte,28/03/2022,01/04/2022,18/05/22,file:///./80562_stockport,Good,Good,Good,0.18816763395334818,Sentiment positive,"['0.028*""children"" + 0.012*""support"" + 0.012*""care"" + 0.011*""social"" + 0.009*""’"" + 0.009*""local"" + 0.008*""services"" + 0.007*""well"" + 0.007*""work"" + 0.006*""leavers""', '0.018*""children"" + 0.012*""support"" + 0.010*""social"" + 0.009*""’"" + 0.009*""care"" + 0.007*""services"" + 0.007*""work"" + 0.007*""well"" + 0.006*""authority"" + 0.005*""strong""', '0.022*""children"" + 0.010*""support"" + 0.010*""’"" + 0.009*""care"" + 0.007*""practice"" + 0.007*""families"" + 0.007*""social"" + 0.007*""well"" + 0.007*""workers"" + 0.007*""Stockport""']"
80563,stockton-on-tees,https://files.ofsted.gov.uk/v1/file/50088887,Requires improvement,short,Matt Reed,20/05/2019,24/05/2019,01/07/19,file:///./80563_stockton-on-tees,Requires improvement,,,0.18009062121940897,Sentiment positive,"['0.024*""children"" + 0.012*""care"" + 0.011*""’"" + 0.008*""work"" + 0.007*""workers"" + 0.007*""well"" + 0.007*""services"" + 0.006*""needs"" + 0.005*""social"" + 0.005*""Children""', '0.026*""children"" + 0.017*""’"" + 0.014*""care"" + 0.008*""child"" + 0.007*""well"" + 0.007*""work"" + 0.006*""people"" + 0.006*""Children"" + 0.006*""workers"" + 0.005*""managers""', '0.027*""children"" + 0.009*""care"" + 0.009*""’"" + 0.008*""work"" + 0.006*""plans"" + 0.006*""child"" + 0.006*""young"" + 0.005*""However"" + 0.005*""family"" + 0.005*""well""']"
80564,stoke-on-trent,https://files.ofsted.gov.uk/v1/file/50200027,Requires improvement,standard,,03/10/2022,14/10/2022,25/11/22,file:///./80564_stoke-on-trent,Requires improvement,Requires improvement,Good,0.17202373297200876,Sentiment positive,"['0.030*""children"" + 0.012*""care"" + 0.010*""’"" + 0.009*""services"" + 0.007*""needs"" + 0.006*""However"" + 0.006*""leavers"" + 0.006*""plans"" + 0.006*""ensure"" + 0.006*""local""', '0.044*""children"" + 0.018*""’"" + 0.013*""care"" + 0.010*""services"" + 0.008*""needs"" + 0.007*""Stoke"" + 0.007*""support"" + 0.007*""on-Trent"" + 0.007*""leavers"" + 0.006*""work""', '0.022*""children"" + 0.014*""care"" + 0.013*""’"" + 0.008*""services"" + 0.007*""social"" + 0.006*""leavers"" + 0.006*""needs"" + 0.005*""local"" + 0.005*""However"" + 0.005*""authority""']"
80565,suffolk,https://files.ofsted.gov.uk/v1/file/50078713,Outstanding,short,Margaret Burke,08/04/2019,12/04/2019,21/05/19,file:///./80565_suffolk,Outstanding,,,0.205796190237184,Sentiment positive,"['0.026*""children"" + 0.013*""care"" + 0.013*""’"" + 0.009*""work"" + 0.007*""services"" + 0.007*""local"" + 0.006*""well"" + 0.006*""support"" + 0.006*""progress"" + 0.006*""social""', '0.025*""children"" + 0.013*""’"" + 0.012*""care"" + 0.009*""work"" + 0.007*""services"" + 0.007*""support"" + 0.007*""social"" + 0.007*""families"" + 0.006*""local"" + 0.005*""well""', '0.020*""children"" + 0.009*""care"" + 0.008*""’"" + 0.007*""work"" + 0.007*""services"" + 0.007*""authority"" + 0.007*""families"" + 0.007*""support"" + 0.005*""social"" + 0.005*""progress""']"
